geneNames	GSE10500_GSM265436_Control	GSE10500_GSM265439_Control	GSE10500_GSM265445_Control	GSE10500_GSM265020_Treat	GSE10500_GSM265036_Treat	GSE10500_GSM265361_Treat	GSE10500_GSM265363_Treat	GSE10500_GSM265366_Treat	GSE15573_GSM389705_Control	GSE15573_GSM389707_Control	GSE15573_GSM389709_Control	GSE15573_GSM389710_Control	GSE15573_GSM389712_Control	GSE15573_GSM389713_Control	GSE15573_GSM389715_Control	GSE15573_GSM389718_Control	GSE15573_GSM389720_Control	GSE15573_GSM389723_Control	GSE15573_GSM389725_Control	GSE15573_GSM389728_Control	GSE15573_GSM389729_Control	GSE15573_GSM389732_Control	GSE15573_GSM389734_Control	GSE15573_GSM389703_Treat	GSE15573_GSM389704_Treat	GSE15573_GSM389706_Treat	GSE15573_GSM389708_Treat	GSE15573_GSM389711_Treat	GSE15573_GSM389714_Treat	GSE15573_GSM389716_Treat	GSE15573_GSM389717_Treat	GSE15573_GSM389719_Treat	GSE15573_GSM389721_Treat	GSE15573_GSM389722_Treat	GSE15573_GSM389724_Treat	GSE15573_GSM389726_Treat	GSE15573_GSM389727_Treat	GSE15573_GSM389730_Treat	GSE15573_GSM389731_Treat	GSE15573_GSM389733_Treat	GSE15573_GSM389735_Treat	GSE7669_GSM185531_Control	GSE7669_GSM185532_Control	GSE7669_GSM185533_Control	GSE7669_GSM185534_Control	GSE7669_GSM185535_Control	GSE7669_GSM185536_Control	GSE7669_GSM183695_Treat	GSE7669_GSM185526_Treat	GSE7669_GSM185527_Treat	GSE7669_GSM185528_Treat	GSE7669_GSM185529_Treat	GSE7669_GSM185530_Treat
SFRP1	1.8088771	2.5978266	3.1261003	4.3641586	4.5772536	2.1898998	2.1393026	2.2433469	7.272123	7.324649	7.147773	7.264655	7.105262	7.367702	7.270562	7.280096	7.266451	7.247226	7.213434	7.082829	7.294186	7.15762	7.122468	7.325921	7.232817	7.329706	7.180443	7.326291	7.299119	7.367681	7.286419	7.08126	7.22065	7.411684	7.425695	7.20474	7.275325	7.234737	7.231427	7.24238	7.199146	12.374111	11.9273952	11.0274567	11.9897904	11.5979509	11.6427136	11.8660063	11.231709	11.0802569	11.8032124	11.6071682	12.090287
SFRP4	3.5942656	3.6672812	3.8959629	4.0469017	4.597854	5.2287323	3.2170249	1.7263968	7.550327	7.360057	7.475129	7.36611	7.335518	7.490793	7.364767	7.312949	7.487472	7.483018	7.375771	7.441036	7.222213	7.436115	7.531506	7.437802	7.465289	7.272447	7.347623	7.496204	7.503097	7.450739	7.385491	7.576797	7.417953	7.360744	7.538131	7.302463	7.509779	7.297397	7.486613	7.43202	7.456655	8.8358877	8.5740068	8.8338918	9.5902601	8.0249092	8.2143359	10.6291016	10.764123	9.2970495	10.6307858	10.4513443	9.7915808
SFT2D2	6.819232	5.4781502	6.2362327	6.6270668	7.0572709	7.2845176	6.9405568	7.0723818	7.295604	7.406059	7.339486	7.359321	7.390029	7.166748	7.443163	7.483438	7.230018	7.275856	7.324452	7.275587	7.212603	7.260449	7.26434	7.458347	7.401061	7.316238	7.283717	7.499596	7.444232	7.049604	7.301572	7.297279	7.554426	7.345952	7.335518	7.45202	7.3027	7.342115	7.306172	7.355628	7.32698	6.0295728	6.108269	6.4341545	5.1742041	6.5310412	6.1452635	5.9293051	6.2481186	5.8695432	6.1765063	6.4359478	6.4871647
SFTPB	4.2309725	4.4576926	4.6135107	4.3187823	4.8227399	5.1800579	4.9854955	4.0426124	7.378138	7.332654	7.269208	7.2389	7.330079	7.293714	7.293377	7.266451	7.302831	7.361006	7.332014	7.241982	7.326639	7.305163	7.276965	7.29403	7.275438	7.380324	7.311524	7.297941	7.210265	7.312048	7.247645	7.267664	7.279777	7.255122	7.350308	7.344816	7.32828	7.326249	7.321652	7.361902	7.340378	4.9995425	5.1568733	5.2665888	5.2155362	5.4633981	5.5112442	4.6310093	4.9551932	5.5846042	4.6535701	4.8057666	5.0564707
SFTPC	7.280914	7.4402223	8.0015457	7.3530072	8.5973698	8.1286767	7.5924427	8.7870077	7.147723	7.254419	7.179899	7.105201	7.24909	7.206972	7.153327	7.302463	7.183141	7.15037	7.12567	7.163267	7.23933	7.308953	7.122218	7.158238	7.130622	7.219036	7.116498	7.239878	7.162382	7.197669	7.087887	7.108596	7.223009	7.055412	7.181744	7.153544	6.990383	7.248952	7.100021	7.246697	7.137928	7.7384503	8.2431541	8.7018274	7.9801208	8.328534	8.9316101	8.6513437	8.5196701	7.8111322	7.802278	8.8969384	8.1179213
SFTPD	7.2317074	7.2506956	7.3621195	6.6386136	7.9975382	6.9132557	7.6986579	7.4952261	7.668085	7.366449	7.521227	7.462049	7.582377	7.558323	7.516971	7.70347	7.615217	7.674273	7.703355	7.593248	7.630887	7.753669	7.425136	7.539032	7.294054	7.396239	7.327556	7.339168	7.728021	7.448833	7.416316	7.481442	7.536	7.39782	7.560141	7.407789	7.304571	7.402516	7.576099	7.546705	7.399976	7.0949988	7.0608754	7.3009618	7.5211752	7.2214618	7.5610304	7.2006021	7.1273886	7.1363145	7.3418777	7.6762661	7.3968766
SFXN3	9.7623334	9.4930666	9.3624622	10.1861635	9.707527	9.7121973	10.3682191	9.7540189	9.326254	9.505637	9.537856	9.12187	9.081776	9.069007	9.456008	9.071558	9.131758	9.280731	9.550914	9.508729	9.326859	9.672202	9.268235	9.325013	9.337852	9.142833	9.372022	9.256644	9.606116	9.351296	9.35405	9.308756	9.487533	9.312906	9.802478	9.2698	9.624713	9.557699	9.4824	9.279049	9.334519	10.3417679	10.4501035	9.7572353	9.2690464	10.5149821	10.0578661	9.5348538	9.6179691	10.3431664	10.3316138	9.9672361	9.5348538
SGCA	4.4655514	4.1029339	4.1447083	3.7141705	4.9242157	4.0166833	4.6012059	4.2206256	7.289472	7.250644	7.385179	7.385915	7.382094	7.162062	7.227517	7.377838	7.262427	7.258729	7.373849	7.473819	7.27354	7.221005	7.250366	7.271115	7.370257	7.327635	7.225422	7.294878	7.104737	7.255424	7.208333	7.259325	7.34898	7.285454	7.108139	7.273665	7.199999	7.283693	7.307047	7.101342	7.217133	6.0648684	7.3815436	9.3844024	10.1425339	8.7815218	8.8879691	7.4219777	7.4142568	6.4646754	4.6549855	8.2609839	7.4786463
SGCB	1.5571686	1.2801664	1.1615293	2.6000977	1.7245432	2.9439795	0.9318229	3.0229445	7.725911	7.437802	7.524411	7.549621	7.421498	7.53777	7.623964	7.522545	7.64538	7.820161	7.648586	7.452927	7.525124	7.778607	7.79437	7.572442	7.557582	7.877563	7.661467	7.641984	7.516778	7.607121	7.862728	7.71367	7.557676	8.005009	7.734948	7.688276	7.618561	7.810847	7.633125	7.534349	7.72918	5.4898347	4.8459891	4.9584925	5.0976493	4.8430689	4.0782188	4.8879499	4.1133563	5.0075758	5.5056775	4.7337718	4.4154432
SGCD	3.4380475	4.2567383	2.931191	2.2175924	3.3348894	3.6701765	2.7763541	3.5730068	7.160851	7.222981	7.199146	7.249568	7.11262	7.247514	7.241074	7.240566	7.16701	7.255818	7.212663	7.199803	7.252004	7.223859	7.292022	7.184484	7.196025	7.204082	7.194192	7.220397	7.285843	7.241131	7.237924	7.152161	7.275499	7.177472	7.210783	7.1988	7.278464	7.232527	7.202724	7.205017	7.287379	6.6228172	7.1190387	6.2928031	5.938405	6.1926215	5.9958628	6.1945292	6.4325156	7.3794377	6.2928031	6.7285233	5.9345695
SGCE	5.4953372	5.4305142	4.888566	4.193131	6.4146022	5.8279805	5.0809041	4.956248	7.415593	7.311135	7.519118	7.390541	7.39333	7.349587	7.101706	7.45278	7.424701	7.043419	7.274378	7.423234	7.304789	7.303339	7.347501	7.517353	7.240168	7.167212	7.289849	7.366378	7.114729	7.315722	7.346118	7.397709	7.341949	7.321237	7.201859	7.417693	7.491756	7.261137	7.156988	7.490918	7.351688	10.5401658	10.4443049	10.6124301	10.385857	10.0051713	9.9372482	10.9841776	10.5353572	10.8807656	10.4936687	10.2710132	11.1005194
SGCG	3.809191	3.6614248	4.1408482	4.3751899	3.0429086	5.0570921	3.8947113	2.9484116	7.241131	7.224923	7.184056	7.179987	7.365536	7.231721	7.302463	7.163899	7.219992	7.237765	7.212457	7.215605	7.184086	7.270671	7.340598	6.935605	7.194542	7.369442	7.200709	7.224049	7.366164	7.289338	7.180723	7.276617	7.318865	7.236477	7.245325	7.224169	7.225315	7.305713	7.24096	7.262613	7.259348	5.7668533	5.4031389	2.5065416	3.0192953	4.2313323	5.0659429	5.0319873	5.1622907	6.5965346	3.2418501	4.8476388	5.6277737
SGPL1	6.4230043	5.837943	5.7938656	5.7271257	5.3593941	5.8292755	5.1728827	5.4698633	8.09601	8.099716	8.047435	8.125898	8.232227	8.022032	8.253621	7.938552	8.07105	8.060484	8.313559	8.139519	8.041101	8.154251	7.955102	7.945547	8.061709	8.176994	8.2141	8.250978	8.089103	7.976162	7.824326	8.211325	8.024305	8.211637	8.714609	8.187051	7.973396	8.23046	8.455723	7.902562	7.929324	5.924556	5.8669603	5.7512599	5.8622981	5.4695264	5.7374501	5.3795189	6.236988	5.8557967	5.9121186	5.5141427	5.9366494
SGSH	9.5096365	10.2655963	10.3440064	8.1221355	9.305509	8.3610055	8.6407924	8.6604542	8.41894	8.244647	8.125638	8.650558	8.400398	8.407062	8.116186	8.193994	8.496088	8.508332	8.381952	8.434053	8.233361	8.4095	8.147844	8.092855	8.344466	8.285273	8.388529	8.284737	8.193447	8.121427	8.299849	8.541716	8.351651	8.576479	9.338525	8.314854	7.943392	8.416573	7.959855	7.878971	8.351353	11.0081429	10.2228237	11.2802438	11.2722774	11.1287699	11.1207216	11.0931924	11.0802569	10.1879339	10.7782122	10.7015025	10.9019128
SGTA	8.6524754	8.0159249	7.9651221	7.7093681	8.9001759	8.2882571	8.317446	8.9139904	7.869852	7.637162	7.952754	7.648673	7.773025	7.846819	7.814916	7.751794	7.832198	7.700954	7.823332	7.860465	7.925541	7.507841	7.713905	7.935436	7.721752	7.331534	7.597357	7.710688	7.775331	7.664644	7.449753	7.635746	7.765884	7.898162	7.227006	7.840579	7.946403	7.586478	8.151386	7.678536	7.875054	8.8022413	9.2470281	8.4292213	8.599207	8.7846127	8.7846127	8.7293397	8.599207	8.8939816	8.3316232	8.7858283	8.6535868
SH2B1	7.2728132	7.5930703	7.6049827	6.2984597	6.6970608	6.7358112	7.2292534	7.2581534	7.987751	7.887517	7.983718	8.223437	8.015652	8.265727	8.315466	8.118983	8.100784	7.935245	7.936481	8.171973	8.15972	7.808286	8.169875	7.992859	8.088155	7.72165	7.825807	7.921964	8.134371	8.085521	7.94107	7.929964	8.148901	7.931706	8.150614	7.889271	8.001616	8.191369	7.852259	8.020574	7.98129	8.0913598	8.3149615	7.9830332	7.7118211	8.3934767	8.3015254	8.3518852	8.6136614	8.1986866	7.8221447	8.2099624	8.3675108
SH2B2	6.552999	6.5151863	6.5133029	5.0433629	7.7601226	7.2410082	6.5999537	7.0039714	8.150848	7.780643	8.2946	7.988162	8.213857	8.109607	8.554664	7.741319	7.997438	8.193727	8.323691	8.241425	8.346299	8.652134	7.821006	7.964563	8.348377	7.975322	7.921305	8.367815	8.15011	7.862346	8.079395	8.1222	8.155375	8.671595	8.83693	8.09601	8.310039	8.317713	9.070473	7.90922	8.453402	6.9083021	6.7360019	6.4502925	5.197034	7.2228122	6.7703817	6.560924	6.9940688	6.0468131	7.0352747	4.3753161	6.77377
SH2B3	10.905923	10.559866	10.2655963	10.2500835	9.908973	10.4598114	10.0808097	10.0007773	10.30049	10.395677	10.322921	10.381313	10.430513	10.178267	10.474711	10.25492	10.507691	10.251805	10.45385	10.76612	10.380191	11.045932	10.22037	9.326859	9.845509	9.472871	10.123852	10.154981	9.887238	9.681978	10.023159	10.211299	9.883847	9.659273	10.33725	9.718798	10.116017	9.986596	10.045131	9.901646	10.053596	8.9426352	8.7032827	8.1699693	8.6572842	8.1862396	8.3934767	8.5833142	8.7901335	9.0849439	8.6017008	8.4265994	8.6342118
SH2D1A	1.7745856	2.3519746	1.5414409	6.4540461	4.6135107	4.2490747	3.811478	4.5950843	8.56373	9.120093	9.315187	8.903541	8.658971	8.954871	8.749709	9.711816	9.181005	8.928695	8.65346	8.620584	8.37845	8.63502	9.140211	9.434498	8.626702	8.27495	8.626702	8.600382	8.813559	9.429673	8.519461	8.457875	8.869817	8.136734	8.260909	8.89536	8.789586	8.594609	8.320967	9.666861	8.696256	3.9105839	3.6854495	1.3837365	1.8015011	2.2620148	3.3935078	1.1912818	2.5602175	1.6781668	3.2637784	2.0613556	3.4542162
SH2D2A	3.8657954	3.7379254	4.0415086	3.7289339	3.6450249	3.6509389	3.9537582	4.9596938	10.065024	9.827745	10.423119	9.533914	8.95982	9.528534	9.495703	9.531969	9.545516	9.306788	9.905063	9.79689	9.776278	9.653841	9.145485	9.167217	9.080304	8.451186	8.720832	9.166258	9.999555	9.33519	8.571967	8.873677	9.870343	8.589985	9.606116	9.211161	9.33389	9.141313	9.021666	8.865967	8.791504	4.9902828	4.27985	4.2587364	6.1334836	4.3764023	3.9354251	3.6492	3.5923927	3.5923927	4.1293594	4.2296751	4.534208
SH3BGR	4.2936543	5.0134614	5.0834665	5.1403547	3.3968129	4.3751899	4.4799898	4.4451013	7.601919	7.564696	7.586478	7.589758	7.510816	7.463497	7.516515	7.483851	7.467815	7.74605	7.49286	7.592469	7.528862	7.718553	7.56137	7.635453	7.46178	7.93371	7.606516	7.685729	7.571537	7.536929	7.489528	7.528286	7.497205	7.804403	7.780059	7.522625	7.629837	7.482189	7.52239	7.448415	7.572975	8.5303449	8.6095738	8.8946671	8.454777	8.5820722	8.5077898	8.7633021	8.526716	9.0802279	8.5717777	8.2531774	8.4348656
SH3BGRL	11.1665058	11.5455937	11.0834289	10.7419848	10.5409026	10.7364809	10.5956038	11.1406245	9.252204	9.4837	9.313448	9.647351	9.85124	10.010594	9.93299	10.195524	9.615848	10.098549	9.625443	10.165051	10.405783	10.505222	10.60181	9.256644	9.339044	9.617978	9.234141	9.745746	9.961501	10.200693	10.082403	9.939601	9.512826	9.501713	8.438247	9.720349	10.105829	10.034205	9.62822	10.608465	10.469494	11.0907595	10.3732832	10.2057652	9.5450718	9.9733717	10.2006531	10.3526938	9.7947575	10.3841653	10.764123	10.7926109	9.7947575
SH3BP1	8.4672606	9.325575	9.1339812	7.6185967	8.321395	7.2292534	7.7221145	7.7458234	9.595973	9.053234	9.074769	9.136255	9.291558	9.345692	8.897181	9.074769	9.276221	8.79671	9.352367	9.29346	9.281315	9.309409	9.258389	8.50666	8.886415	9.267083	9.011787	9.044141	9.144459	8.951416	8.493992	9.577644	9.043631	9.381454	9.751864	9.141313	8.881948	9.637711	9.381454	8.707351	9.187558	6.4325156	7.6295785	7.0110799	7.3175929	7.5510681	7.4482487	7.2802042	7.7796173	6.9077553	7.0472304	7.7547069	7.3875282
SH3BP2	6.4867606	6.017267	6.1430431	5.7244596	7.5499469	7.595014	7.1839398	7.2819176	7.746715	7.488952	7.636489	7.448872	7.672849	7.628465	7.64359	7.655166	7.509	7.660936	7.758274	7.736948	8.02853	7.43657	7.50565	7.588961	7.621094	7.488563	7.58794	7.728827	7.756607	7.64538	7.886215	7.851047	7.703702	7.643347	7.545383	7.603636	7.95473	7.903967	7.626334	7.540101	7.530688	4.5585941	4.2762693	4.6871671	3.1667179	3.9729791	3.0470218	4.2787113	5.9156038	5.3963043	5.2774718	4.7198579	3.1159696
SH3BP5	10.31199	9.4232259	8.6891222	11.7983718	10.9884485	11.8268635	10.905923	11.0076225	7.329228	7.362563	7.332819	7.36193	7.334586	7.327751	7.341167	7.320654	7.349404	7.321994	7.332722	7.299821	7.376575	7.316737	7.25736	7.232368	7.306826	7.284748	7.314619	7.410564	7.378625	7.258358	7.497762	7.340571	7.318896	7.291018	7.328616	7.367558	7.268937	7.383089	7.252258	7.317013	7.20395	10.9429691	11.2441269	10.5417649	11.1522517	11.5160507	11.5665729	10.9101073	10.7164625	10.556563	10.9619502	11.2931235	11.0471747
SH3GL1	9.1936426	7.5007924	8.2239399	6.9737497	7.1997478	6.8487299	7.0833718	6.4778797	8.41762	8.21104	7.977028	8.134118	8.021382	8.506315	8.312702	8.060729	7.938932	8.005685	7.94211	8.025776	8.256063	8.253915	8.446918	7.787962	8.123163	8.653902	8.005009	7.975089	8.369247	8.043142	8.607997	8.292211	7.994077	8.150614	7.963974	7.762142	8.140466	8.444119	8.253915	7.903129	8.671258	9.2829223	9.4391766	9.216238	9.0416985	9.1837429	9.0687418	9.199284	9.3547718	9.5516894	9.4759696	9.1184034	9.3410154
SH3GL2	4.7798688	4.1618499	2.8721837	1.1157448	1.5729679	4.2761509	5.1329175	3.5406744	7.111812	6.971088	6.873349	7.027767	6.986543	7.024333	6.95854	6.913659	6.932752	6.989233	7.041757	6.938814	7.092266	6.901779	6.890905	6.991409	7.069031	6.854237	7.097266	7.117284	7.132556	7.074105	7.157263	7.041989	6.823751	6.927266	7.026923	6.969746	7.037087	6.93791	7.004095	6.966476	7.044597	5.6576011	5.354185	4.274346	4.7561344	4.9136033	5.494011	5.2336434	5.183166	4.223172	4.4420458	4.6549855	5.250569
SH3GL3	5.1379615	4.680273	4.407356	4.2943142	4.4149103	5.0610008	4.3602242	4.4757403	7.200978	7.410878	7.301154	7.301846	7.208525	7.271314	7.321994	7.307517	7.283651	7.286463	7.313887	7.336079	7.3115	7.186562	7.16419	7.185541	7.332698	7.274423	7.182395	7.286794	7.159381	7.467442	7.250896	7.301821	7.248977	7.34361	7.305187	7.52202	7.237897	7.292575	7.284857	7.272899	7.324236	4.4431734	5.0650644	4.3994815	4.6535701	4.6141722	4.6310093	5.3040892	3.788381	5.1374561	5.1666493	5.2622718	4.7832485
SH3GLB1	8.2898518	8.1801061	8.5693173	9.2352891	9.0360504	9.1103525	8.7480164	8.9936069	8.212429	7.816876	7.964363	7.846028	7.983905	8.171142	8.431767	7.803517	7.988361	8.082852	8.060729	8.003741	8.151866	8.563397	8.058658	8.066665	8.04971	8.635411	8.041101	8.56521	8.314226	8.036799	8.696646	8.179757	7.891239	8.536884	8.181109	8.36442	8.329481	7.917831	8.888742	8.018548	8.492695	9.599238	9.2104482	8.7707911	8.6320056	9.012741	9.1802207	9.0488276	9.0634034	9.3961111	9.9452858	9.5348538	9.0827882
SH3PXD2A	3.4911382	2.6766308	2.6016232	2.2656986	2.2271113	1.6843002	1.1513915	2.1631982	8.14381	8.497579	8.078722	8.463954	8.483361	8.256063	8.105729	8.691554	8.395768	8.251836	8.362451	8.436085	8.4183	8.56521	8.451186	8.317102	8.315466	7.29989	8.587448	7.704519	7.81607	7.99247	7.325051	8.232799	8.654248	7.53868	8.687512	7.918337	8.412701	8.508739	7.813512	8.042624	8.354341	2.6314097	4.4731728	2.1107011	2.7313457	2.452501	3.3439988	2.6639695	3.9185458	4.7490918	3.1754095	4.5359556	3.3023647
SH3YL1	5.2178458	5.471394	6.1453915	5.9421729	5.0994848	5.2799043	4.9596938	5.2420585	7.509095	7.85292	7.624054	7.618134	7.477061	7.98151	7.761573	8.036562	7.792717	7.61287	7.61799	7.672849	7.821146	7.790432	8.110079	7.716194	7.664333	7.756607	7.578157	7.488441	7.522485	8.259606	7.51761	7.463143	7.793657	7.65337	7.633925	7.591026	7.903773	7.928565	7.728154	8.169381	7.918001	7.6559299	7.3009618	7.2523359	7.4420972	7.7725744	7.4256736	7.4297714	7.811865	7.5655143	7.5586159	7.5989125	7.40784
SHANK2	2.7933614	2.3303702	3.2313767	4.3775154	4.4757403	3.5212754	3.8623377	3.19628	7.121416	7.052353	7.105201	7.12845	7.162226	7.267616	7.098334	7.237219	7.078518	7.277685	7.102489	7.213123	7.134051	7.204805	7.148801	7.056816	7.065248	7.308377	7.159478	7.256865	7.112486	7.221996	7.195405	7.089355	7.230078	7.270097	7.29445	7.117942	7.243536	7.130841	7.206514	7.168489	7.257739	4.1955691	4.6206241	4.8075335	3.1305752	4.3135456	2.9903973	3.6891868	1.5696867	4.3603159	4.0853978	4.4601833	1.1428205
SHB	7.2896848	6.6199468	7.2695066	3.9547035	6.8201093	7.3109518	5.9270277	5.8026207	7.371119	7.438204	7.489992	7.351688	7.350912	7.315983	7.281019	7.443642	7.46181	7.383581	7.356828	7.430921	7.324572	7.60241	7.49286	7.280202	7.258358	7.533332	7.37558	7.540441	7.356752	7.427068	7.399064	7.343555	7.43864	7.467348	7.389814	7.36235	7.306753	7.30212	7.493034	7.268404	7.467602	6.9213244	7.461256	8.2233814	8.3595793	7.6212505	7.2816131	8.0685082	8.7595607	8.2378267	7.3843732	7.8722103	8.8804781
SHBG	7.3849217	7.1379671	7.3020961	7.1851638	7.5930703	7.1357318	7.1325543	7.3894449	7.272016	7.009944	7.187262	7.163552	7.011015	7.1496	7.131406	7.095528	7.115301	7.088049	7.11175	7.181456	7.107902	7.161544	7.20405	7.178544	6.979818	6.993198	7.080008	7.093215	7.001201	7.105518	7.337705	7.015066	7.276167	7.125265	6.977593	7.360255	7.214872	7.276283	7.203062	7.208195	7.098178	6.9435341	6.4149461	7.0424609	6.9773964	6.8347908	6.7403514	6.6627176	4.7014323	7.3221107	7.3903913	7.5334722	7.1648348
SHC1	10.02725	9.9519989	10.2372696	9.7945545	9.6833191	9.44509	9.6014498	9.4323471	9.186518	9.050387	9.285306	9.107382	9.089112	8.974999	9.157801	8.999076	9.107382	8.890479	9.247233	8.93409	8.960743	9.17469	9.010819	9.328688	9.104333	9.118557	9.130521	9.018165	9.101102	8.997244	9.025628	9.185448	9.15031	9.085844	8.795898	8.996741	9.310025	9.185448	9.319883	8.995736	9.098548	12.4389891	12.2169022	12.3811584	12.4351646	12.350632	12.4825716	12.3289436	12.4990222	12.3571753	12.5462018	12.3441199	12.3401376
SHC2	3.5895315	3.3874122	3.618649	3.0368801	4.9003668	3.3592349	3.908012	4.6067837	7.476046	7.528642	7.385491	7.376487	7.339718	7.446552	7.438271	7.383198	7.346902	7.436936	7.401061	7.437199	7.34019	7.459492	7.397261	7.362723	7.366055	7.654498	7.399697	7.512613	7.424637	7.434079	7.625871	7.425419	7.373819	7.404172	7.553886	7.391427	7.413644	7.41911	7.496082	7.422258	7.600049	4.4624403	7.491869	5.947115	6.8672618	7.2158785	7.6926039	6.7610761	4.6974668	4.2474608	8.2654061	7.3131213	6.8763783
SHC3	6.2047066	4.8077771	6.086056	6.0776435	4.6424165	4.7853857	4.6741822	4.7362575	7.045019	7.10444	7.147026	6.953145	6.91224	7.109823	7.048979	7.257849	7.015066	7.177662	7.221413	6.963549	7.12227	7.02985	7.205052	7.045138	7.086781	7.154687	7.060008	7.289003	6.931023	7.185421	7.061962	6.943578	7.171447	7.121014	7.082144	7.033531	7.087887	7.013294	7.100963	7.004663	7.256865	6.0668622	5.0136249	5.7542989	6.4985025	7.1569924	7.2288751	6.8380624	6.9424969	6.9058935	5.7001523	6.723599	7.0553594
SHFM1	9.0107097	8.8387501	8.9196831	10.2022153	8.7959048	9.5161012	10.2346949	10.1108048	7.294773	7.336344	7.3487	7.229297	7.436389	7.348204	7.419794	7.494232	7.295216	7.410084	7.471199	7.289903	7.320559	7.318773	7.323591	7.551436	7.42925	7.398675	7.492658	7.341083	7.443417	7.364767	7.284857	7.341608	7.580896	7.298869	7.088808	7.488357	7.380112	7.229457	7.242885	7.57142	7.270232	9.6145454	9.5429038	9.6112321	10.0295555	10.1238771	9.94308	9.7847462	9.8916081	9.7356114	9.9240884	10.0506632	9.8916081
SHH	6.7010641	6.3684781	6.2121922	6.650555	5.6072429	6.5424063	6.233761	6.6327645	7.261487	7.38207	7.292352	7.337974	7.367945	7.404733	7.396163	7.427549	7.439373	7.169856	7.45267	7.47081	7.452413	7.363193	7.272999	7.280422	7.410219	7.327854	7.289411	7.344402	7.489604	7.321431	7.498125	7.39661	7.366465	7.350308	7.431765	7.307459	7.396113	7.544186	7.314104	7.33035	7.455044	6.6597287	6.7225196	6.6771667	7.506836	6.8912272	6.9732731	6.4705835	6.5556601	6.7688329	6.3756218	6.4113159	6.4019762
SHMT2	7.0915611	6.7733821	7.2606705	6.4165351	7.5285054	7.3833988	7.3316641	7.7389616	10.090618	10.353499	10.358122	10.439892	10.592562	10.403456	10.017806	10.212267	10.355923	9.8729	10.391972	10.447808	10.091528	10.046842	10.308844	10.361611	10.418543	9.412124	10.105829	9.79211	10.172148	9.949275	9.316332	10.071232	10.148156	9.760563	10.242462	9.876029	10.159042	10.29392	9.500372	10.291687	9.725452	7.5759271	8.3170482	7.4933603	7.7826781	7.7470176	8.0273866	8.1187723	8.4205944	8.9659622	7.9533409	8.069225	8.1855829
SHOX	3.4434291	3.5142363	3.887826	3.703556	3.6509389	5.3829345	5.0884281	4.2095063	7.349587	7.298748	7.315041	7.386506	7.324236	7.389489	7.377671	7.386319	7.296089	7.374048	7.363568	7.385233	7.346046	7.28418	7.30381	7.310095	7.282451	7.330154	7.26934	7.386168	7.353972	7.327223	7.443946	7.299866	7.280883	7.408797	7.476235	7.309896	7.273643	7.387127	7.332698	7.262453	7.300519	4.4361839	3.9014866	6.3001799	6.3806408	4.2046826	6.390565	6.9359027	4.3135456	6.8921015	5.6893957	2.9903973	3.4295314
SHOX2	2.3965611	1.4107266	3.2649546	2.0871479	2.6986437	1.6081597	2.0830865	4.3087099	7.672849	7.589235	7.589425	7.493693	7.47015	7.522844	7.58773	7.429549	7.456406	7.476791	7.53607	7.543427	7.583823	7.602704	7.565086	7.526172	7.568604	7.764614	7.545432	7.585467	7.502686	7.544551	7.621787	7.551164	7.501691	7.612973	7.454349	7.481442	7.511603	7.598715	7.610037	7.475675	7.707168	8.2436298	7.7784488	7.7818773	7.544892	7.6343739	7.8221447	8.3525753	7.4386212	7.7547069	7.8306961	7.5469985	7.7327623
SHROOM2	6.0812491	5.5164856	3.8787611	4.6586127	6.5692798	6.3245845	6.5346096	6.5659499	7.307776	7.354207	7.34075	7.438717	7.282819	7.305929	7.371379	7.256087	7.378472	7.248952	7.278395	7.29617	7.340217	7.323567	7.409908	7.313091	7.289265	7.378935	7.465136	7.331651	7.344663	7.356516	7.244311	7.357715	7.308736	7.190224	7.337974	7.384631	7.292646	7.388514	7.347771	7.276317	7.421031	6.4351187	6.0943349	5.7535539	6.0026464	6.1758836	4.5938734	4.1887076	6.1641207	5.9888245	5.6539262	6.8393553	6.5241865
SI	3.2496967	1.3182052	3.767043	1.7745856	0.6808534	1.3836119	1.8680981	1.2193986	7.448228	7.205802	6.719011	7.303655	7.19852	7.317749	7.332796	7.269464	7.124844	7.268173	7.19491	7.262816	7.29882	7.252386	7.297716	7.3522	7.281929	6.869267	6.950819	7.341657	7.278925	7.361847	7.38801	7.181567	7.293882	7.241306	7.368174	7.25515	7.381853	7.28682	7.302506	7.328594	7.253736	0.960744	4.4611207	1.6922946	1.2657717	1.2837696	1.661741	2.7367642	3.7272082	3.4119963	1.0789663	3.3187229	1.3613473
SIAH1	8.5632192	8.4479099	8.4078903	8.9067832	8.5572585	8.29724	8.2100945	8.4078903	8.202466	8.566352	8.136142	8.452691	8.405523	8.447227	8.549444	8.718944	8.568513	8.443471	8.257828	8.884644	8.499635	8.839268	8.623524	8.396355	8.317713	8.256303	8.56373	8.646492	8.129005	8.504567	8.372466	8.214377	8.044748	8.193447	8.480768	8.365382	8.108651	8.054955	8.300652	8.463954	8.337592	8.5427468	8.4459166	8.7515404	8.743109	8.1795297	7.7742016	8.8022413	8.7032827	8.7707911	8.5047803	8.500801	8.7694063
