geneNames	GSE10500_GSM265436_Control	GSE10500_GSM265439_Control	GSE10500_GSM265445_Control	GSE10500_GSM265020_Treat	GSE10500_GSM265036_Treat	GSE10500_GSM265361_Treat	GSE10500_GSM265363_Treat	GSE10500_GSM265366_Treat	GSE15573_GSM389705_Control	GSE15573_GSM389707_Control	GSE15573_GSM389709_Control	GSE15573_GSM389710_Control	GSE15573_GSM389712_Control	GSE15573_GSM389713_Control	GSE15573_GSM389715_Control	GSE15573_GSM389718_Control	GSE15573_GSM389720_Control	GSE15573_GSM389723_Control	GSE15573_GSM389725_Control	GSE15573_GSM389728_Control	GSE15573_GSM389729_Control	GSE15573_GSM389732_Control	GSE15573_GSM389734_Control	GSE15573_GSM389703_Treat	GSE15573_GSM389704_Treat	GSE15573_GSM389706_Treat	GSE15573_GSM389708_Treat	GSE15573_GSM389711_Treat	GSE15573_GSM389714_Treat	GSE15573_GSM389716_Treat	GSE15573_GSM389717_Treat	GSE15573_GSM389719_Treat	GSE15573_GSM389721_Treat	GSE15573_GSM389722_Treat	GSE15573_GSM389724_Treat	GSE15573_GSM389726_Treat	GSE15573_GSM389727_Treat	GSE15573_GSM389730_Treat	GSE15573_GSM389731_Treat	GSE15573_GSM389733_Treat	GSE15573_GSM389735_Treat	GSE7669_GSM185531_Control	GSE7669_GSM185532_Control	GSE7669_GSM185533_Control	GSE7669_GSM185534_Control	GSE7669_GSM185535_Control	GSE7669_GSM185536_Control	GSE7669_GSM183695_Treat	GSE7669_GSM185526_Treat	GSE7669_GSM185527_Treat	GSE7669_GSM185528_Treat	GSE7669_GSM185529_Treat	GSE7669_GSM185530_Treat
DYNLT3	9.5580859	9.3583296	9.1875073	10.2913788	9.0334799	9.2940795	9.841512	9.8984654	7.427215	7.714275	7.71926	7.798826	7.700954	7.735777	7.781046	8.051261	7.881357	7.853581	7.690435	7.856727	7.652744	7.497439	7.519669	7.930779	7.737627	7.483773	7.793962	7.65828	7.684286	8.179548	7.831538	7.591185	7.756607	7.614076	7.747933	7.719712	7.871707	7.493908	7.688539	8.430969	7.685293	9.3796698	9.2410647	8.6035598	9.2498396	9.238448	8.8991649	9.3431569	9.3366611	9.4039512	9.3516107	9.1781795	9.5607723
DYRK1A	8.303532	8.1516191	7.9505711	9.2390869	8.8897661	8.6816381	8.699834	8.658938	7.950774	8.047223	8.017842	8.12538	8.186794	8.217235	8.330779	8.328661	8.281124	8.122464	7.853754	7.627451	8.287728	7.895408	8.304018	8.2385	7.970078	8.015863	8.015863	8.383156	8.197227	8.513409	8.66053	7.923509	8.158756	7.961577	7.44827	8.14358	8.225267	8.127859	8.131762	8.758566	8.297816	8.4097769	8.4749657	8.687731	8.4531657	8.1669104	8.3108897	8.6146104	8.6342118	8.6503364	8.5755634	8.5891627	8.5809351
DYRK1B	6.0464691	6.2040023	6.8310416	6.8614898	5.2508805	6.2858726	4.5785724	5.1234972	7.862959	7.584684	7.695521	7.445759	7.591026	7.595842	7.840746	7.682657	7.686543	7.410243	7.818848	7.714159	7.77414	7.869524	7.672401	7.734144	7.724062	7.654306	7.527884	7.776823	7.830631	7.641122	7.98649	7.575092	7.621516	7.678887	7.800487	7.677091	7.745494	7.799142	8.069754	7.569185	7.564564	7.8500116	8.5246746	7.8500116	7.179913	8.202401	7.9995855	6.9597886	5.3510449	7.5966139	7.75151	7.1769131	6.2417502
DYRK2	7.5480335	8.4795956	8.481072	7.4777286	7.3064805	8.0576874	6.9589531	8.8067022	7.972206	7.952754	7.99247	8.024305	8.089342	8.170456	7.700738	7.985346	7.943132	7.940702	7.85008	7.995965	7.808447	7.518771	8.102156	7.919653	7.834132	7.500026	7.940906	7.714781	7.950547	7.902761	7.607777	7.857435	7.910219	7.477142	7.809064	7.773025	7.939479	7.980705	7.688623	7.976563	7.869362	8.3632353	8.906216	8.2894122	8.7115146	8.4979325	8.8338918	8.6025157	8.4704226	9.4953632	9.0033167	9.0122301	8.6615413
DYRK3	5.5523209	3.6945397	4.7616269	6.908125	4.3941781	6.2135448	6.3684781	5.3818717	7.49523	7.668411	7.546466	7.599717	7.400178	7.571663	7.4828	7.526314	7.446308	7.719156	7.492996	7.547502	7.467042	7.752748	7.600871	7.352476	7.506381	8.127352	7.682467	7.598201	7.611675	7.576736	7.923933	7.613811	7.424442	7.729311	7.888686	7.515612	7.5583	7.668908	7.592847	7.511486	8.005009	8.0777836	8.5025105	9.0995809	8.9887962	8.1471776	7.8615329	8.8413127	8.8331718	8.439589	8.2476865	8.2092868	9.0103591
DYRK4	5.7292838	6.7468543	7.4524241	5.176748	4.949809	5.2365865	6.4287069	2.5213666	8.063925	8.430282	8.298949	8.284737	8.313299	8.172747	8.162884	8.471338	8.36658	8.15162	8.274673	8.495087	8.108651	8.030007	8.234295	8.754591	8.431397	7.968121	8.477658	8.100565	8.278819	8.47867	7.626415	7.857098	8.365941	7.994237	7.814916	8.411818	8.488456	8.203941	8.236774	8.74894	8.093692	6.0123663	6.6275	6.6290675	6.7188326	6.8705509	6.395147	6.4002356	7.0594673	6.3428456	6.1750718	6.449329	6.8854859
DZIP1	2.2887271	1.2453676	1.8999107	0.9318229	4.6586127	1.8224201	1.3284619	1.8714982	7.347352	7.260559	7.140498	7.319397	7.262307	7.299795	7.388855	7.273991	7.389515	7.366081	7.094487	7.203841	7.137197	7.171709	7.242103	7.267728	7.178703	7.425077	7.341463	7.291116	7.246934	7.391511	7.380003	7.50305	7.304172	7.587237	7.436761	7.438116	7.303173	7.311264	7.293172	7.224318	7.203425	8.2723864	8.2543483	8.6360939	8.1660683	8.0717555	8.0449555	8.129691	7.9705764	8.5255616	8.4301801	8.1495209	7.8009515
DZIP3	4.0756677	4.2551257	4.7745626	3.5463921	4.1454298	2.3900074	4.1709464	3.4498192	7.110841	7.295335	7.359752	7.16781	7.161814	7.283011	7.178664	7.340167	7.230819	7.243147	7.265527	7.296526	7.284748	7.100491	7.375431	7.197114	7.274993	7.022265	7.310828	7.229267	7.200368	7.294163	7.085511	7.064484	7.219086	7.056498	7.327998	7.210842	7.172979	7.407729	7.136819	7.375289	7.124993	6.599346	6.1732711	6.0925162	5.84125	6.1263474	5.887276	6.0744446	5.7668533	6.1139916	6.577247	6.5489198	5.8355363
E2F1	5.3285542	5.4204193	5.5696664	5.3341484	5.2699955	5.1344909	5.8855911	6.2517817	7.494607	7.504623	7.476873	7.579345	7.518023	7.369928	7.441255	7.468795	7.40655	7.510914	7.534685	7.35306	7.505606	7.394726	7.560551	7.350617	7.410294	7.575092	7.482113	7.554051	7.549564	7.516876	7.816417	7.449483	7.527069	7.632432	7.256269	7.496082	7.558999	7.767279	7.561984	7.409123	7.573384	6.2061025	6.4928989	5.9846959	5.7559586	5.879732	6.2186371	6.5252018	5.9128638	6.6998127	5.9128638	6.3609679	6.5574698
E2F2	3.2959725	3.5895315	5.4456783	2.5556584	2.886182	2.9796235	3.5225762	3.3094419	12.173156	12.262163	11.108982	11.5362	10.894504	12.302345	10.807081	10.382285	9.738012	11.375907	10.050266	11.098429	11.415417	13.110086	12.539299	9.611087	11.144056	12.887672	11.666277	11.353633	11.130432	10.385035	10.616965	12.532952	10.162027	11.136222	11.900449	9.808131	11.071574	11.715229	10.693802	10.176294	12.539299	4.6444863	3.2379289	3.1355531	5.659984	3.2316755	3.1551874	4.5694871	4.7923692	4.1606374	3.8627869	3.1159696	3.9644264
E2F3	8.2349593	7.4901932	7.3351499	8.7387554	8.3561076	8.5112266	7.9651221	8.3832864	8.421815	8.460625	8.692424	8.396906	8.947692	8.86516	9.415358	9.039569	9.12078	9.285306	8.446918	7.689524	8.98044	9.44744	9.390505	8.9088	8.509819	8.512193	8.629999	9.215908	8.728901	9.465338	9.910481	8.614544	8.312982	9.136793	7.685954	9.191562	8.735947	9.021237	9.211604	9.177397	9.086374	6.6304138	6.6844746	7.0216205	7.5222937	6.3595387	6.7995939	7.0433118	7.0793061	6.8528788	7.4858939	6.958427	7.3158745
E2F4	8.8950851	8.8687254	8.9805436	7.7168456	8.7134705	8.4659609	8.3664305	8.8081665	10.318672	10.554339	9.953342	10.320755	10.200693	10.529401	10.347016	10.250633	10.088905	10.260902	10.345862	10.373025	10.218244	10.674127	10.405783	9.688533	9.809662	10.59136	9.857466	10.086042	10.269494	10.136779	10.070552	10.385035	9.697396	10.011608	10.720965	9.880763	9.936308	10.160212	9.883042	9.862948	10.435324	9.2314827	9.3911366	9.435159	9.5365841	9.4328796	9.6060601	9.6348658	9.7323238	9.3981205	9.2764465	9.4432464	9.5717667
E2F5	4.0049356	4.4098608	3.6344928	5.5513073	5.8273556	4.2567383	5.2201955	5.0403699	7.33897	7.632329	7.568011	7.72498	7.962359	7.715769	7.654789	7.833759	7.821536	7.548671	7.553253	8.166913	7.493157	7.311477	7.973396	7.891486	7.633386	7.367834	7.599484	7.636489	7.513769	7.734833	7.300346	7.51656	7.767396	7.382796	7.524536	7.655464	7.68608	7.541294	7.569694	8.280783	7.456271	6.3987252	6.5466872	5.9572397	6.7610761	6.0524258	6.2317063	5.8687702	5.9658226	6.0700444	6.2439636	6.2068865	6.1665998
E2F6	7.3915939	6.1728155	6.8201093	8.1622169	7.8155165	8.2699594	7.5300038	8.4672606	8.233361	8.370831	8.295206	8.251252	8.373466	8.130028	8.151134	8.248788	8.323964	8.332638	8.298409	8.539972	7.965741	8.264088	8.004581	8.662841	8.381607	8.284737	8.483361	8.200201	8.363122	8.368932	8.057167	8.219633	8.335095	8.253915	8.526762	8.646492	8.435053	7.975527	8.109854	8.345025	8.036315	7.008405	7.1450378	8.2061706	7.755279	7.5586159	7.1219293	7.298511	7.4339588	7.1140476	7.432694	7.4515376	7.7109613
EBAG9	7.5492233	7.4618633	7.5292665	7.1041631	7.1488085	6.0835929	6.6530495	6.7312876	7.804726	8.094784	7.976766	8.07677	8.098681	8.010094	7.963736	8.217235	8.077024	7.981722	7.762731	8.011102	7.866621	7.741593	7.965019	8.132415	8.122464	7.555915	8.060934	7.818379	7.871707	8.175056	7.823834	7.815248	7.931873	7.818848	7.810695	7.914735	7.940702	7.775155	7.686662	8.304345	7.834445	8.1576004	7.7091273	7.1245106	7.7650327	6.9525118	7.8963851	7.9476633	7.5184093	7.8384585	7.7080295	7.9462783	7.3003603
EBNA1BP2	7.5204099	6.9784689	7.0407365	8.345751	6.7635692	7.8261142	8.30565	7.0671699	9.394177	9.78759	9.769919	9.491633	9.535212	9.438878	9.322112	9.537248	9.499822	9.40458	9.556469	9.710154	9.207627	9.354687	9.615848	9.773457	9.577644	8.848602	9.578242	9.155818	9.659907	9.501713	8.802567	9.387547	9.657926	9.249283	9.422477	9.619335	9.664141	9.398007	8.859626	9.71268	9.099657	8.8302375	8.9655342	8.3896298	8.9303691	8.9251954	9.0264401	8.7954483	8.6463451	8.8055715	8.5319948	8.5998949	8.8777838
EBP	7.9538503	7.6347479	7.3448422	7.8768223	7.7564541	8.0857407	8.2113409	7.3507067	8.24221	8.091316	8.242796	8.190139	8.108651	7.96415	7.870989	8.05444	7.918145	7.87114	8.278819	7.848136	7.873584	7.891027	8.104875	8.401042	8.235845	7.935059	8.074208	7.726299	8.320646	8.065912	7.638504	7.992662	8.370511	7.701075	7.557521	8.056011	8.009398	7.926929	7.869524	8.098451	7.987976	9.2808876	9.3566992	9.7926909	9.701105	9.4944348	9.3399843	8.8331718	9.1522843	8.4605954	8.9846091	9.2112365	9.3156317
ECD	7.6363457	7.1997478	7.1637664	7.7237143	7.1805578	8.0247264	8.1666979	7.3915939	7.940327	7.915449	7.982629	7.970952	7.831325	7.964563	7.864204	7.790432	7.826568	7.94859	7.982371	7.818379	7.81459	8.161647	7.882682	7.82254	7.895171	8.039849	7.985346	7.792717	7.73364	7.662012	7.411215	8.031883	7.881746	7.879629	7.625573	7.826017	7.84862	7.847656	7.886215	7.639134	7.768785	8.4205944	8.013402	8.3238024	8.4018333	8.164642	7.8199352	8.2723864	7.8883051	7.9971166	8.6025157	8.548177	8.1995357
ECE1	6.5674562	5.1708956	6.0999617	4.3631465	5.411279	5.3103376	6.38171	6.9786716	7.722709	7.451425	7.58773	7.393809	7.644809	7.52989	7.828311	7.520227	7.615663	7.458092	7.566571	7.367224	7.608153	7.711802	7.476913	7.572264	7.844429	7.449692	7.628187	8.003104	7.938753	7.401124	7.462807	7.483923	7.65195	7.649341	7.28623	7.677002	7.726913	7.934068	8.323691	7.584815	7.512342	8.2450602	8.472148	8.7241331	8.5017857	8.7132046	8.7974994	8.2682961	8.5706681	8.2491191	8.0740011	7.8804312	8.7151122
ECE2	7.8456841	7.8981319	7.755393	7.7596451	8.6163965	8.3240063	7.8440208	7.8131937	7.051474	7.16119	7.357579	7.198035	7.107776	7.252941	7.174962	7.215393	7.225883	7.20682	7.376833	7.127926	7.26991	7.270335	7.350006	7.245896	7.23744	7.356972	6.950377	7.115643	7.160851	7.158374	7.159346	7.127058	7.266824	7.242293	7.23038	7.224233	7.106707	7.074858	7.155026	7.287245	7.311851	7.9817497	8.2164742	7.7592951	7.6068763	8.0453344	8.320542	8.1282971	7.9651467	8.0045232	7.5978786	8.1874178	8.2169999
ECH1	8.7271221	9.3490788	9.3650835	8.2995032	7.3044328	8.0290563	8.6929138	8.2988316	11.874026	11.612342	11.934438	11.924525	11.684593	11.839682	11.493586	11.745245	11.810901	11.415417	11.658176	11.721678	11.511888	11.67402	11.555183	11.195032	11.792102	10.791172	11.523703	11.296808	11.500588	11.024989	10.184495	11.712626	11.587941	10.920034	11.701572	11.073319	11.228164	11.604388	10.722381	11.159149	10.972319	10.0542182	10.5546821	10.727827	10.2880458	10.8219594	10.7180242	10.1038019	10.3779452	10.3556345	10.3819916	10.3070067	10.2574415
ECHS1	8.7436518	8.6195278	8.6438928	8.1874855	7.0491878	7.6336739	8.5632192	7.7081427	10.03139	9.919438	9.829369	9.847956	9.635037	9.765975	9.416634	9.670606	9.763802	9.352367	9.969494	9.70038	9.638302	9.678632	9.669763	9.2698	9.693054	8.987441	9.630562	9.014763	9.564988	9.441402	8.409163	9.60552	9.570317	9.033509	9.958822	9.292172	9.462985	9.542311	9.09418	9.058471	9.146481	9.8416543	10.2025319	9.7657738	10.0491623	10.0167329	10.4317816	9.637146	9.7797937	9.9417699	10.0029998	9.9054002	9.8184621
ECM1	7.7587801	7.5542994	7.4362879	7.8397345	2.7577105	5.504484	6.948487	6.9991372	7.38708	7.260474	7.27887	7.15534	7.249463	7.460384	7.472245	7.313792	7.075488	7.307434	7.24965	7.33547	7.213557	7.199934	7.436809	7.389784	7.347973	7.22869	7.262864	7.376349	7.375827	7.357688	7.500924	7.30007	7.286517	7.204335	7.234618	7.353972	7.233812	7.408087	7.191444	7.341381	7.417633	10.0990362	10.4135644	10.2899261	9.3392917	10.419829	10.4301104	10.1794539	10.0167329	10.0821381	10.7145236	9.9554611	10.1583976
ECM2	4.679859	3.9641396	2.6717414	4.2490747	5.4346696	4.0290868	5.2492304	4.2297135	7.213342	7.309431	7.276965	7.226173	7.165485	7.321771	7.32685	7.360288	7.394348	7.367361	7.300098	7.230271	7.228335	7.244918	7.125552	7.233308	7.326225	7.330326	7.175231	7.297531	7.332698	7.418263	7.282451	7.445993	7.341684	7.265056	7.118775	7.267489	7.267927	7.312548	7.188049	7.297126	7.21171	10.1594815	10.5417649	10.074261	9.4212233	10.2352779	9.903458	9.825602	9.7768999	10.1850479	10.3287423	10.6646177	9.8660932
EDA	7.0216676	7.3759213	7.2035275	6.236826	6.8608401	7.2427939	6.9113791	7.1911231	7.231367	7.344914	7.288468	7.442928	7.331332	7.299232	7.340803	7.273804	7.393837	7.377898	7.349634	7.305652	7.336477	7.340405	7.290731	7.322248	7.400524	7.318482	7.377723	7.27795	7.281019	7.341585	7.383951	7.408361	7.356358	7.422879	7.282451	7.358164	7.300813	7.369714	7.27614	7.405942	7.37464	7.3302519	7.6389683	7.2762587	7.7684081	7.6456252	7.9083721	7.5496322	7.6421554	7.5850181	7.2366143	7.7287009	7.0447723
EDC4	8.27114	8.5471927	8.5059199	6.0822171	7.9473939	7.7826628	7.0169521	7.824936	10.447808	10.423119	10.09327	10.376641	10.271494	10.159042	10.152156	10.058537	10.184495	9.937998	10.096879	10.015263	9.809662	10.178267	10.149103	10.234756	10.332397	9.949275	10.086042	9.606799	9.900914	9.628968	9.414082	10.140955	10.259978	9.766922	10.348291	9.943061	10.052806	10.071232	9.796284	9.847956	9.857466	8.200163	8.7552494	8.719659	8.3440192	8.7858283	8.6652923	8.546878	8.5857032	8.7851991	8.8659548	8.5370656	8.6136614
EDEM1	9.4395723	8.836211	8.8093549	9.366711	10.4440533	9.9113912	9.3996597	9.5028027	10.012686	10.036596	9.859665	10.520604	10.176294	10.13784	9.908725	10.16111	10.489843	10.109443	9.91207	10.221601	9.863687	10.363698	10.19071	9.622053	10.136779	9.567568	10.056792	9.993158	9.205901	9.708642	9.461669	9.82101	9.859665	9.593225	10.202699	9.645365	9.400549	9.676236	9.463551	9.701305	9.032664	9.4118358	9.2554879	8.8753152	9.1906375	9.0416985	9.05868	9.3539169	9.0679972	9.1939047	9.3392917	9.173928	9.538688
EDIL3	4.3861752	4.3851948	3.9936961	4.5532751	5.4967907	4.5750705	3.8850231	1.8952603	7.285454	7.050401	7.25666	7.25859	7.124257	7.113959	7.027593	7.091751	7.178544	7.072778	7.08372	7.086781	7.056418	7.202929	7.116952	7.17185	7.192303	7.107316	7.1328	7.046174	7.127157	7.043762	7.177297	6.982912	7.201008	7.026362	7.113239	7.165588	7.089355	7.056739	7.058043	7.15561	7.249144	6.5291984	5.7374501	5.0089309	6.2106282	5.3217089	3.8612114	7.4962942	6.6552515	7.0269182	6.2791891	7.3337962	7.6519051
EDN2	5.7265812	5.7992048	5.8049438	6.7004312	6.4709633	6.2268433	6.1951679	7.2710426	7.275963	7.221523	7.253911	7.309029	7.300955	7.167384	7.1755	7.215153	7.25978	7.104003	7.117284	7.273339	7.115243	7.072961	7.27354	7.197341	7.306897	7.236957	7.093289	7.262427	7.139142	7.226173	7.216969	7.125612	7.105464	7.24665	7.17554	7.211161	7.20254	7.216201	7.109184	7.214818	7.2301	6.4619066	7.5780443	6.4944708	7.0528908	7.3478286	7.9024857	6.8705509	6.846258	7.0905779	6.445	7.3647552	6.8237837
EDN3	4.1188674	3.817869	2.4635558	4.201209	4.9086601	3.7637448	4.2426066	3.8417792	7.169194	7.316537	7.315583	7.261164	7.32507	7.147247	7.289443	7.230928	7.129245	7.505519	7.237985	7.331004	7.212189	7.246569	7.355787	7.359818	7.315232	7.565435	7.255074	7.477339	7.427934	7.475632	7.43525	7.243176	7.479982	7.470191	7.415222	7.30381	7.387181	7.15525	7.202189	7.225661	7.308333	4.2485651	2.5632391	4.5348964	3.1506909	4.5499993	4.2325578	4.3213805	3.2568706	4.2577369	4.203031	4.4207814	4.3553278
EDNRA	1.957066	2.0871479	1.8552372	1.4498313	2.4676478	1.9939129	2.8477218	2.3756594	7.077841	7.112944	7.025627	7.02649	7.125052	7.069575	7.113959	6.89593	7.066432	7.207039	7.213029	7.112545	7.051385	7.026642	7.147445	7.072594	7.000784	7.20801	7.021325	7.077032	7.101276	7.124772	7.083393	7.101477	7.273919	7.24581	7.223102	6.947301	7.031741	7.028058	7.100145	7.051474	7.135204	5.8469603	4.6274597	6.1334836	5.566782	2.491731	5.5286824	6.7905725	5.4430585	8.2164742	6.236988	5.5621894	6.5085163
EDNRB	2.9645805	5.1198875	4.6603604	4.6950216	2.705407	4.7639714	4.4895736	3.2333023	7.281433	7.294536	7.321095	7.309177	7.364042	7.348176	7.304639	7.32276	7.281824	7.266198	7.382598	7.31564	7.284157	7.22888	7.261352	7.221005	7.265893	7.262352	7.27317	7.26617	7.349449	7.342997	7.350471	7.374187	7.167294	7.220021	7.276488	7.210996	7.245648	7.382123	7.292397	7.335189	7.344295	3.7287445	3.7665771	4.7866902	4.4354203	4.2944604	3.6611819	5.2531465	5.394286	1.2919574	4.4751041	3.7604923	5.1362821
EEA1	4.2618826	5.2865463	5.0691418	5.7905989	5.6651239	6.48408	4.9869676	5.2879082	7.181712	7.09676	7.264974	7.187449	7.137744	7.257652	7.176003	7.084365	7.151076	7.308582	7.111236	7.244169	7.216475	7.238431	7.257765	7.231638	7.398276	7.279615	7.294241	7.241253	7.163436	7.222276	7.180816	7.195283	7.236226	7.235657	7.448553	7.177262	7.1403	7.115183	7.134885	7.218081	7.053958	7.3767386	6.7744449	6.5453143	5.9232073	6.3863794	5.9494623	6.9077553	5.9716257	6.0574529	7.3286415	6.5748061	5.9865489
EED	8.1626854	7.8954956	7.6839883	9.211842	8.2327922	8.4623271	8.388922	8.6983243	7.401211	7.352703	7.366302	7.407285	7.28224	7.301602	7.333542	7.430729	7.450915	7.349094	7.276617	7.415102	7.26119	7.377241	7.417535	7.326171	7.289878	7.37686	7.345502	7.3561	7.363688	7.406463	7.364643	7.470849	7.440859	7.417758	7.487555	7.315886	7.400178	7.368385	7.458347	7.581618	7.436688	8.0054557	8.1699693	8.4196708	8.0717555	8.3535777	7.9914422	8.4097769	8.1373846	8.4673425	8.469819	8.3092834	8.0359082
EEF1A1	13.6521842	13.5622584	13.4816123	13.6164297	13.8572268	13.6164297	13.686822	13.8572268	14.796092	15.143306	15.114857	15.004716	15.221619	14.957794	14.777851	15.662439	15.392294	15.143306	15.028894	15.221619	14.777851	14.755296	14.910516	15.54696	15.662439	14.181142	15.448013	14.739074	15.051131	15.221619	14.644928	15.143306	15.497823	14.722243	14.722243	15.221619	15.221619	14.868867	14.661761	15.392294	15.004716	13.457889	13.5516014	13.3591267	13.5026471	13.5026471	13.6019598	13.457889	13.5516014	13.4498634	13.484644	13.4432956	13.5026471
EEF1A2	9.648197	10.054493	9.2413858	10.4892108	10.4559855	11.1048171	10.6065394	10.7158794	7.38677	7.325854	7.470773	7.172412	7.318258	7.451039	7.260511	7.380324	7.478457	7.31424	7.300346	7.379648	7.171941	7.245949	7.220589	7.575825	7.271297	7.340217	7.317132	7.270671	7.178046	7.24863	7.086982	7.304193	7.578939	7.038286	7.213489	7.249171	7.466483	7.38099	7.31736	7.341443	7.289903	10.6307858	10.4055103	10.3399912	10.2912911	10.4415319	10.1594815	10.7358248	10.6124301	10.7801618	11.0125839	11.0669969	10.3353582
EEF1B2	11.0294348	10.813675	10.5956038	11.5544423	11.3360471	11.3418245	11.4641677	11.2573063	8.679735	9.276785	9.416634	9.210016	9.337191	8.993821	8.873677	9.829369	9.271553	8.975419	8.979964	9.438231	9.074343	8.504567	8.828612	11.174928	10.390757	8.731897	10.081416	8.761063	9.623415	10.658235	9.340961	9.31242	10.283751	8.871906	9.082831	10.411842	9.881477	8.746567	9.064417	11.184923	9.218729	11.7029772	11.386939	11.2952397	11.6427136	11.6614763	11.7177549	11.1102587	11.5185537	11.7838872	12.2169022	11.9593223	11.3552906
EEF1D	11.4550945	11.1582798	11.2490682	10.2346949	11.0102414	10.2589161	10.8309764	10.8419691	9.468427	9.633449	9.994944	9.366139	9.610255	9.312906	9.140672	9.674205	9.491633	9.143389	9.430834	9.653841	9.309409	8.904439	9.073417	10.881512	10.320755	9.225986	9.793776	9.201046	9.598019	9.709381	9.433316	9.399949	10.111336	9.45306	9.880046	9.721673	9.775627	9.331417	9.437638	10.026657	9.285306	11.8761031	11.8463307	11.3376326	11.6301267	11.8433168	11.627931	11.5609892	11.6891407	12.2873416	12.0216794	12.2492605	11.6947217
EEF1E1	6.3257897	6.1511845	6.3214887	7.3468199	7.5319899	7.8317033	6.6423652	7.1173993	7.716813	7.901163	7.714275	7.73441	7.807152	8.002904	7.812309	8.196665	7.957148	7.839831	7.775905	7.921964	7.664448	7.95473	7.747933	8.459216	8.219149	7.991805	8.079632	7.887323	7.980321	8.594952	8.289839	7.869362	7.962168	7.835064	7.629071	8.102156	8.231955	7.684083	7.760842	8.924998	7.815565	7.9139545	8.2659527	7.9795045	8.3247698	8.1749468	7.8939703	7.8517001	8.1544681	8.1440722	7.9658969	7.9012704	8.4018333
EEF2	12.4002755	12.1581038	11.911795	10.8279475	11.3337963	11.3119758	11.4745687	11.9274656	13.659733	13.809031	13.434455	14.003398	13.61744	13.635826	13.434455	13.703995	13.785763	13.434455	13.61744	13.875813	13.326832	13.391856	13.518931	13.425843	13.635826	12.831045	13.232324	12.733471	13.149348	13.068617	12.266599	13.647904	13.582035	12.925471	13.737987	13.012138	13.074637	13.408369	12.352361	13.101162	12.893646	13.0755349	12.9368319	12.8220882	12.5647618	12.8682181	12.7152621	12.3979773	12.576485	13.1333429	13.3860607	12.9805602	12.3640579
EFEMP1	2.1898998	4.3192912	2.2769368	3.6035834	3.3513981	1.9088365	1.9715988	2.7246638	7.347478	7.333599	7.297874	7.409874	7.43223	7.325666	7.2398	7.287012	7.333599	7.32913	7.349515	7.478039	7.416716	7.317941	7.356648	7.344402	7.328104	7.301602	7.364917	7.446617	7.26031	7.227908	7.578591	7.42557	7.298433	7.377977	7.327201	7.24096	7.313379	7.413922	7.310802	7.311135	7.319533	11.4540073	10.6545305	11.9229836	11.833156	10.9919566	10.9440674	11.5005083	11.6947217	11.7868121	12.1120516	12.0956973	11.9273952
EFEMP2	6.5511994	6.2401216	5.9447308	5.8759168	6.8102438	6.135248	6.2988969	4.4309007	8.207606	8.137664	8.056664	7.988793	7.938932	7.89068	8.107205	8.035719	8.119948	7.834132	7.973558	8.210492	8.078722	8.122464	7.662612	8.229084	8.080118	8.031206	8.150848	7.940906	8.104875	7.75014	8.067173	7.971564	8.07987	8.226153	8.411818	8.065912	7.970757	7.869362	8.222692	7.950774	7.933083	9.8988364	9.9452858	9.825602	9.8467431	9.9240884	10.4116469	10.3639076	10.4317816	10.0368086	9.7365069	9.7847462	10.0722757
EFHD1	3.703556	5.6066746	5.1035286	3.4607748	5.2742233	6.0846056	3.3065525	5.3308712	7.215052	7.349542	7.356931	7.660936	7.553253	7.654498	7.350838	7.484048	7.671748	7.383716	7.482636	7.175814	7.498125	7.38045	7.559185	7.483632	7.348134	7.229667	7.346738	7.357415	7.254493	7.323818	7.205077	7.450245	7.596064	7.298305	7.570466	7.397735	7.598361	7.269464	7.226755	7.475632	7.270727	6.7443603	5.2613935	5.811586	5.9108198	6.7141823	6.9597886	6.3001799	5.70546	7.868941	6.6964692	5.4841971	6.3698309
EFNA1	2.3406468	2.6016232	3.1245272	2.5878377	2.7327867	2.7014925	3.6044344	3.161469	7.573328	7.530472	7.385428	7.692814	7.664448	7.672401	7.488264	7.524757	7.629911	7.636792	7.536929	7.641914	7.564509	7.851917	7.475099	7.559238	7.821812	7.40826	7.602556	7.513818	7.60599	7.54482	7.420815	7.402988	7.549676	7.531962	7.737359	7.496164	7.458446	7.31195	7.733876	7.697796	7.615343	2.7983531	2.7118017	3.3923634	3.5893426	2.7500389	3.2693366	2.666871	3.8612114	2.1364425	2.9324311	3.0327652	4.4762075
EFNA2	6.2685739	5.7629303	5.5437429	5.9433014	6.9980276	4.8743737	5.4953372	6.0300339	7.182585	7.316462	7.191905	7.18356	7.141606	7.210842	7.243282	7.250016	7.119481	7.115704	7.386295	7.239406	7.248977	7.202619	7.19125	7.304946	7.076658	7.209438	7.234008	7.076732	7.246036	7.11558	7.205588	7.146986	7.190069	7.172782	7.187832	7.237765	7.424052	7.123578	7.123675	7.306104	7.154636	6.6133849	5.3078387	6.5522392	5.9184415	5.8370247	6.0116107	5.914346	5.8295445	7.0685961	5.5335028	6.0251532	5.9010286
